Temps,cer,c_vt,c_vrm,c_vrc,pm,c_vbb,c_vbn,c_vbr,dconv,fconv,recept,c_bmc,c_bme,vlb,vlh,EJ,VTAS,VTEX,VRM,VRC,VBB,VBN,VBR,CONV,BMC,BME,DVL,PINCES,DEB,FIN,Dword_capteurs,Dword_actionneurs,int_capteurs,int_actionneurs
[datetime.datetime(2021; 04; 16; 13; 43; 08; 000572)],1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"1,011E+15",100000000001,45076,2049,
[datetime.datetime(2021; 04; 16; 13; 43; 08; 000573)],1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1011000000010001,100000001000,45073,2056,
[datetime.datetime(2021; 04; 16; 13; 43; 09; 000574)],1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1011000000010001,100000001000,45073,2056,
[datetime.datetime(2021; 04; 16; 13; 43; 09; 000575)],1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1011000000010001,100000001000,45073,2056,
[datetime.datetime(2021; 04; 16; 13; 43; 09; 000576)],1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1011000000010001,100000001000,45073,2056,
[datetime.datetime(2021; 04; 16; 13; 43; 09; 000577)],1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1011000000010001,100000001000,45073,2056,
[datetime.datetime(2021; 04; 16; 13; 43; 09; 000578)],1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1011000000010001,100000001000,45073,2056,
[datetime.datetime(2021; 04; 16; 13; 43; 09; 000579)],1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1011000000010001,100000001000,45073,2056,
[datetime.datetime(2021; 04; 16; 13; 43; 09; 000580)],1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1011000000010001,100000001000,45073,2056,
[datetime.datetime(2021; 04; 16; 13; 43; 09; 000581)],1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1011000000010001,100000001000,45073,2056,
[datetime.datetime(2021; 04; 16; 13; 43; 09; 000582)],1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1011000000010001,100000001000,45073,2056,
[datetime.datetime(2021; 04; 16; 13; 43; 10; 000583)],1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1011000000010001,100000001000,45073,2056,
[datetime.datetime(2021; 04; 16; 13; 43; 10; 000584)],1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1011000000010001,100000001000,45073,2056,
[datetime.datetime(2021; 04; 16; 13; 43; 10; 000585)],1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1011000000010001,100000001000,45073,2056,
[datetime.datetime(2021; 04; 16; 13; 43; 10; 000586)],1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1011000000010001,100000001000,45073,2056,
[datetime.datetime(2021; 04; 16; 13; 43; 10; 000587)],1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1011000000010001,100000001000,45073,2056,
[datetime.datetime(2021; 04; 16; 13; 43; 10; 000588)],1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1011000000010001,100000001000,45073,2056,
[datetime.datetime(2021; 04; 16; 13; 43; 10; 000589)],1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1011000000010001,100000001000,45073,2056,
[datetime.datetime(2021; 04; 16; 13; 43; 10; 000590)],1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1011000000010001,100000001000,45073,2056,
[datetime.datetime(2021; 04; 16; 13; 43; 10; 000591)],1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1011000000010001,100000001000,45073,2056,
[datetime.datetime(2021; 04; 16; 13; 43; 11; 000592)],1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1011000000010001,100000001000,45073,2056,
