Temps,cer,c_vt,c_vrm,c_vrc,pm,c_vbb,c_vbn,c_vbr,dconv,fconv,recept,c_bmc,c_bme,vlb,vlh,EJ,VTAS,VTEX,VRM,VRC,VBB,VBN,VBR,CONV,BMC,BME,DVL,PINCES,DEB,FIN,Dword_capteurs,Dword_actionneurs,int_capteurs,int_actionneurs
[datetime.datetime(2021; 04; 16; 12; 05; 26; 000096)],0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100001001001,1000000000000,2121,4096
[datetime.datetime(2021; 04; 16; 12; 05; 26; 000097)],0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100001001001,1000000000000,2121,4096
[datetime.datetime(2021; 04; 16; 12; 05; 26; 00098)],0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100001001001,1000000000000,2121,4096
[datetime.datetime(2021; 04; 16; 12; 05; 26; 00099)],0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100100001001001,1001000000000,18505,4608
[datetime.datetime(2021; 04; 16; 12; 05; 26; 000100)],0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100000001001001,1001000000000,16457,4608
[datetime.datetime(2021; 04; 16; 12; 05; 26; 000101)],0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100000001001001,1001000000000,16457,4608
[datetime.datetime(2021; 04; 16; 12; 05; 26; 000102)],0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100000001001001,1001000000000,16457,4608
[datetime.datetime(2021; 04; 16; 12; 05; 26; 000103)],0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100000001001001,1001000000000,16457,4608
[datetime.datetime(2021; 04; 16; 12; 05; 27; 000104)],0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100000001001001,1001000000000,16457,4608
[datetime.datetime(2021; 04; 16; 12; 05; 27; 000105)],0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100000001001001,1001000000000,16457,4608
[datetime.datetime(2021; 04; 16; 12; 05; 27; 000106)],0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100000001001001,1001000000000,16457,4608
[datetime.datetime(2021; 04; 16; 12; 05; 27; 000107)],0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100000001001001,1001000000000,16457,4608
[datetime.datetime(2021; 04; 16; 12; 05; 27; 000108)],0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100000001001001,1001000000000,16457,4608
[datetime.datetime(2021; 04; 16; 12; 05; 27; 000109)],0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100000001001001,1001000000000,16457,4608
[datetime.datetime(2021; 04; 16; 12; 05; 27; 000110)],0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101000001001001,1100000000000,20553,6144
[datetime.datetime(2021; 04; 16; 12; 05; 27; 000111)],0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,111000001001001,100100000000,28745,2304
[datetime.datetime(2021; 04; 16; 12; 05; 27; 000112)],0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10000001001001,100100000000,8265,2304
[datetime.datetime(2021; 04; 16; 12; 05; 28; 000113)],0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10000001001001,100100000000,8265,2304
[datetime.datetime(2021; 04; 16; 12; 05; 28; 000114)],0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10000001001001,100100000000,8265,2304
[datetime.datetime(2021; 04; 16; 12; 05; 28; 000115)],0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,10010001001001,100110000000,9289,2432
[datetime.datetime(2021; 04; 16; 12; 05; 28; 000116)],0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,10010001001001,100110000000,9289,2432
[datetime.datetime(2021; 04; 16; 12; 05; 28; 000117)],1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1010001001001001,100100000000,41545,2304
[datetime.datetime(2021; 04; 16; 12; 05; 28; 000118)],1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1010000001001001,100100000000,41033,2304
[datetime.datetime(2021; 04; 16; 12; 05; 28; 000119)],1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1010000001001001,100100000000,41033,2304
