cas seul collage à 0 de Detected,-1,-1,1,0,-1,-1,-1,0,11,-1,1,0,0,0,15991,0,11,0,0,15991,0,0,1,2,2086624,0,0,1,2,2086624,1,2,1,10,221265,1,10,1,1,15992,1,1,0,10,2521771,0,10,0,1,16990,0,1,0,2,272469,0,2,0,12,40612
cas seul collage à 1 de Grab,-1,-1,1,0,-1,-1,-1,0,11,-1,1,0,0,0,15991,0,11,0,0,15991,0,0,1,12,1729290,1,12,1,2,357334,1,2,1,10,221265,1,10,1,1,15992,1,1,0,10,2521771,0,10,0,1,16990,0,1,0,12,313081
cas seul collage à 0 de Part_conveyor,-1,-1,1,0,-1,-1,-1,0,11,-1,1,0,0,0,15991,0,11,0,0,15991,0,0,1,12,1729290,1,12,1,2,357334,1,2,1,10,221265,1,10,0,10,2537763,0,10,0,1,16990,0,1,0,2,272469,0,2,0,12,40612
cas seul et NCT collage à 1 de Box_at_place,-1,-1,1,0,-1,1,0,0,0,15991,-1,-1,0,0,-1,0,0,1,12,1729290,1,12,1,2,357334,1,2,1,10,221265,1,10,1,1,15992,1,1,0,10,2521771,0,10,0,1,16990,0,1,0,2,272469,0,2,0,12,40612
cas seul collage à 1 de Part_conveyor,-1,-1,1,0,-1,-1,-1,0,11,-1,1,0,0,0,15991,0,11,0,0,15991,0,0,1,12,1729290,1,12,1,2,357334,1,2,1,10,221265,1,10,1,1,15992,1,1,0,10,2521771,0,10,0,2,289459,0,2,0,12,40612
cas seul collage à 0 de Part_at_place,-1,-1,1,0,-1,-1,-1,0,11,-1,1,0,0,0,15991,0,11,0,0,15991,0,0,1,12,1729290,1,12,1,2,357334,1,2,1,1,237257,1,1,0,10,2521771,0,10,0,1,16990,0,1,0,2,272469,0,2,0,12,40612
cas seul collage à 0 de Grab,-1,-1,1,0,-1,-1,-1,0,11,-1,1,0,0,0,15991,0,11,0,0,15991,0,0,1,12,1729290,1,12,1,10,578599,1,10,1,1,15992,1,1,0,10,2521771,0,10,0,1,16990,0,1,0,2,272469,0,2,0,12,40612
cas seul collage à 1 de Part_at_place,-1,-1,1,0,-1,-1,-1,0,11,-1,1,0,0,0,15991,0,11,0,0,15991,0,0,1,12,1729290,1,12,1,2,357334,1,2,1,10,221265,1,10,1,1,15992,1,1,0,1,2538761,0,1,0,2,272469,0,2,0,12,40612
cas seul collage à 1 de Box_conveyor,-1,-1,1,0,-1,-1,-1,0,11,-1,0,11,1,12,1745281,1,12,1,2,357334,1,2,1,10,221265,1,10,1,1,15992,1,1,0,10,2521771,0,10,0,1,16990,0,1,0,2,272469,0,2,0,12,40612
cas seul collage à 1 de Detected,-1,-1,1,12,-1,1,12,1,2,360609,1,2,1,10,610338,1,10,1,1,339800,1,1,0,1,1794885,1,1,0,2,1794885,1,1,0,10,1794885
